Student_ID,Subject,Difficulty_Level,Midterm_Score,Final_Score,Quiz_Avg,Assignment_Completion_%,Attendance_%,Help_Seeking_Freq,Classroom_Behavior_Score,Submission_Punctuality,Performance
62,AI,4,57.612528178243224,54.52839949009237,62.37638116243686,23.975128544199986,67.40234097215168,1,2.506478724063209,On Time,Good
63,AI,4,34.58420944125945,51.792421076890164,61.98723818721753,16.672322074674106,69.75337214316593,5,2.7508743551805415,On Time,Average
64,AI,4,24.0,59.85478162386181,53.108568492789196,52.948243498871825,96.0034686711582,8,3.077655372663768,On Time,Average
65,AI,4,64.56177597934372,48.478494964936566,68.72606664766438,86.36214925531897,92.12682511105609,6,3.771489134383792,On Time,Good
66,AI,4,60.513633647061056,67.03766172507774,74.9851172627616,98.8487244022308,100.0,5,4.441469526748875,On Time,Good
67,AI,4,48.59385743952443,50.516545833754485,67.95636870725178,29.597399973539286,91.64250112574172,3,3.2380025180815566,Late,Good
68,AI,4,75.11111204291535,68.37282583852985,74.21585161005497,66.3947654335875,92.16600073696114,4,2.7661726175675687,On Time,Good
69,AI,4,52.410754676971266,59.77304795981253,61.861518444924755,46.05888793080165,83.97391018864249,4,3.5664344765582117,On Time,Good
70,AI,4,45.440639185136014,44.02334002658256,55.931523847043536,75.23287753885917,85.46923197665805,3,2.265084278843834,Late,Average
71,AI,4,40.824721142100884,53.20493416897558,52.05356742540124,79.48361447772531,98.04529594893249,2,3.6825850557578956,On Time,Average
72,AI,4,62.18367114115009,58.215857112819215,74.87593492174533,95.2081420117196,97.7564576512033,0,3.5172904514341883,On Time,Good
73,AI,4,54.737000060986496,63.52035543296558,71.47989949503778,71.24779453941483,86.19117828233442,4,3.7924786727417414,On Time,Good
74,AI,4,49.09269921972764,74.23847837413535,83.75107171841347,98.31639986495583,89.87979806965888,2,5.0,On Time,Good
75,AI,4,24.81099989025965,36.98023093705393,52.34265555619534,16.018990755133984,78.50760828340793,11,1.1527084118386308,On Time,Average
76,AI,4,58.2269357702003,59.1150636789971,60.97767433860756,99.39562330156822,84.03126915917633,1,2.685823786728479,On Time,Good
77,AI,4,50.28334523825611,48.30211599543741,49.85846619487521,26.24458623628856,89.3359835562683,4,3.3632907779108687,On Time,Average
78,AI,4,56.381515481923756,40.226775829049046,69.83829711233746,48.11166862590721,78.22032667016813,6,4.028113023763183,On Time,Good
79,AI,4,53.26199291384024,58.506783602761615,49.08859134845723,38.74914947501896,82.53567600625861,2,3.639476960704411,On Time,Average
80,AI,4,43.90502983755552,24.0,50.3373228050454,16.838737265158777,68.82808061186442,12,2.250211401586255,On Time,Average
81,AI,4,36.86738596568452,70.28991181129038,60.107185937263274,50.75404810410784,80.60320809589533,6,2.7446979209715634,Late,Good
82,AI,4,53.93037138730094,44.49469990418306,64.22992175475058,83.96870940968128,80.95862901815701,5,4.1126465684662135,Late,Good
83,AI,4,64.62360831131464,71.51554163954019,70.6758910239943,97.0223293918808,100.0,1,5.0,Late,Good
84,AI,4,33.12475287971272,64.48584488940139,61.51382935957236,39.612410151468566,75.77095306908309,3,2.1192392509312774,On Time,Average
85,AI,4,50.478013991981584,51.905961563706214,39.63462588890582,10.817745258625596,84.84470795329038,4,3.2720346664737257,On Time,Average
86,AI,4,67.22916262268282,50.73916668907243,60.60846206103833,8.71576815056519,75.4179132708332,4,4.776061539183149,On Time,Good
87,AI,4,57.98396043218243,53.46918470740178,49.74040599561536,93.90092886678977,89.03677676421722,1,3.594325140282863,On Time,Good
88,AI,4,57.33772197933452,43.46981921091981,70.50150013302638,39.09594942166586,88.63432765427385,6,3.5499274295832226,On Time,Good
89,AI,4,44.547582720482886,56.40289905150547,55.91019773473591,24.736341068952637,68.07212979354223,3,3.2143588533422536,On Time,Average
90,AI,4,46.9968276320618,74.19414673888302,48.310043363779975,82.49025707078049,75.87145782587581,1,3.5115372861241743,On Time,Good
91,AI,4,31.76317271546024,50.582275588698685,56.9717503276572,74.84395638419748,77.75092466748829,5,4.2067793819455295,On Time,Average
92,AI,4,51.62871507437524,52.295834829165386,63.28262223918721,83.17037663945389,78.44868496974327,1,5.0,On Time,Good
93,AI,4,28.05988525170916,24.0,69.01533147105327,13.145287674256592,82.86446924005472,9,2.126234416158516,On Time,Average
94,AI,4,62.7643993146135,40.91573009739694,62.93479120101312,18.95747407361742,85.62999308364786,2,2.775540013891068,On Time,Average
95,AI,4,43.927821529446035,48.94235004368802,63.79501878914385,74.16062667665229,74.9269917445311,4,4.051653367165791,On Time,Average
96,AI,4,30.905657228207108,55.35608292704616,65.13219833310421,9.49252815765523,80.13952770293196,7,3.128431371749551,On Time,Average
97,AI,4,60.85274101852382,63.692539692975444,63.71144708192697,50.75210377951051,82.79185219808726,8,3.9100894815977156,On Time,Good
98,AI,4,40.393041693240015,59.66140676886643,70.33878004915867,48.31980415957941,85.24841282016845,4,4.048454713582409,On Time,Good
99,AI,4,41.382494186379084,50.0499379534133,68.49645619466824,15.410860838938904,79.99306750972252,4,3.560234246166887,Late,Average
100,AI,4,47.334851358734745,45.822471493688965,51.535308384568964,67.94828959207133,87.96290532619658,4,3.671417054859091,On Time,Average
101,AI,4,45.13398249373066,53.902768554575495,67.70701491078657,1.3697106556645755,92.41795108729977,5,2.5970523303604858,On Time,Average
102,AI,4,49.81039722403429,51.80093217993031,49.53435914560765,31.12470182704049,89.51209243388719,2,3.1528703158216103,Late,Average
103,AI,4,48.05610625989112,29.546847915522083,68.62536061318895,33.835186988826074,94.77626872332587,6,3.2715010925247836,On Time,Average
104,AI,4,41.75840466014397,39.24183082881138,46.852029358646845,36.060560334074644,70.56829265826319,7,2.854449174759698,On Time,Average
105,AI,4,51.38950143860766,43.80498256562364,67.00346574688334,20.335481286758814,78.94918433515082,2,3.700647346589836,On Time,Average
106,AI,4,55.05703761943793,52.57786847637074,79.91557330927407,77.9575208376335,91.13809008964228,6,3.8806027752898657,On Time,Good
107,AI,4,57.56213626433594,78.49096561495615,70.72710025365096,84.38090123250849,100.0,3,3.3233933307050183,On Time,Good
108,AI,4,51.206570344649904,54.671329310375896,61.82204392133403,63.131065686862975,90.90183466657994,4,3.46532153219763,On Time,Good
109,AI,4,40.83861731805011,55.806849837191024,69.17127194814861,15.813534880799054,77.82040887990014,7,3.6412019956021453,On Time,Average
110,AI,4,49.06636627134657,66.39027245559069,59.99259877346882,35.86549303191587,81.2249576583843,3,4.380863502023273,On Time,Good
111,AI,4,25.00580843212717,27.847676949142702,67.95237355344736,0.6910597876835795,79.99215063150896,4,2.3685815789857636,On Time,Average
112,AI,4,74.12867747333644,72.37685650438132,64.40496861842348,25.039128301819325,83.57666832515714,5,3.5446114255177137,On Time,Good
113,AI,4,49.20335826189315,47.88922618569941,60.739794983939326,20.588020290419177,78.85074117801713,6,3.484056714750058,On Time,Average
114,AI,4,59.59002546223698,79.52440309097858,70.99392633926097,76.49371282195716,92.5309329031857,1,5.0,On Time,Good
115,AI,4,45.73458824541953,49.2643543981611,54.57460741471023,12.412166389252576,84.11506799079888,3,2.686917165790108,On Time,Average
116,AI,4,57.209060879715004,58.24966475834574,59.485696817608144,72.7407269795021,77.52681892551382,6,3.1798129295837234,On Time,Good
117,AI,4,65.3865217644728,58.098802253678855,60.021054002205005,49.64693386047306,92.7372255014729,5,2.9715032478532097,On Time,Good
118,AI,4,31.418695624417495,46.65157202469344,53.2554972239137,10.559161993129687,76.80836926904955,9,2.9240680173549887,On Time,Average
119,AI,4,44.60394840491381,57.8970548389444,63.44871187947827,75.94022493555148,88.99068144757373,5,3.175122927339919,On Time,Good
120,AI,4,64.68770044117755,50.29018355239204,83.55039500625338,80.60046493717479,96.28815376053899,3,4.755059179121702,Late,Good
121,AI,4,43.10433241143396,84.0,58.714399123299316,78.59503412430591,87.16413845932453,5,4.144828997614711,Late,Good
122,AI,4,35.54457103697776,40.06628205604707,59.6261234271957,14.527027380461565,89.20532080835375,2,3.396541871598721,On Time,Average
123,AI,4,60.45173825425105,75.02006749608086,74.75413963276748,90.59176151836857,82.37757035641059,3,5.0,On Time,Good
124,AI,4,34.285154839076114,24.0,61.031608650708456,62.40601577722552,82.85624306576113,4,2.5926695229361814,On Time,Average
125,AI,4,61.76021550874606,57.07244373895594,65.46542886274158,48.11329245007316,94.0620072209127,1,4.30701584799122,On Time,Good
126,AI,4,64.06821343523592,74.63256241827536,72.02665755427141,95.31518641444632,87.12287851540752,2,4.944597961728342,On Time,Good
127,AI,4,36.357344227025514,48.82278744797144,61.65969830426261,3.5095431835060893,79.61089796054601,9,3.928373914880706,On Time,Average
128,AI,4,43.194319174478395,24.0,62.30068455181175,75.34342013957863,81.47340440454427,4,3.631597105106765,On Time,Average
129,AI,4,51.49249322606429,56.657919781659714,61.426586147298096,51.51894424139552,87.07571919754822,4,3.2443220274367004,On Time,Good
130,AI,4,44.94351520591724,37.46782890515908,47.98759315562356,23.223808483777024,86.78451032225335,7,3.5026643746852812,Late,Average
131,AI,4,37.85342344156447,41.736822801287914,51.50329306600336,16.92468445078812,71.50769668675697,4,2.336587910472191,On Time,Average
132,AI,4,58.124024844477646,44.32233777967864,54.17041356437048,49.83011162252124,84.79381303281357,4,3.254013024480887,On Time,Average
133,AI,4,42.30330401924863,34.82213590348314,52.35120503083886,10.713051706863268,93.48133053369222,8,2.960681415918052,Late,Average
134,AI,4,58.271779541444005,55.99964820241914,65.63374806131158,39.726998246296894,95.32538405553916,2,3.6253313065849064,Late,Good
135,AI,4,24.0,34.28246296163002,61.27276798080391,30.089348811929824,87.67305382501549,6,2.5039523584018832,On Time,Average
136,AI,4,65.0016210418322,64.74399958282184,84.0,91.80946241184883,89.6575008365931,2,2.9132991411079168,On Time,Good
137,AI,4,45.962542556653716,34.23370939120447,54.784482507088306,48.27689948812009,98.89763342847203,5,3.2862425034054032,Late,Average
138,AI,4,53.06879678364774,32.44768032095597,67.58669750117282,53.376299749078996,91.95026744322737,3,3.5595478270046894,On Time,Average
139,AI,4,50.211664431358756,72.31474269799028,69.51526628235105,87.72346564992365,88.55341981291413,4,4.124983479593031,On Time,Good
140,AI,4,30.100964086774,28.730869907421166,67.21365978294854,12.039439132564542,81.83982845898979,4,4.028140247791205,On Time,Average
141,AI,4,45.533592593205306,54.48779046996145,68.74712942978566,24.6786966380248,82.2390425005042,3,2.6920363766609605,On Time,Average
142,AI,4,67.43556654173771,74.60033835776213,61.4678623531216,90.0426898296849,93.37554454639616,4,5.0,On Time,Good
143,AI,4,43.263978203629804,31.77572662922729,41.17821559286401,0.03792695756676471,83.31466733157039,4,4.191467551800182,On Time,Average
144,AI,4,46.77173751240702,47.59467958786766,66.41326289000156,64.59370586290144,91.35940011050599,3,4.650585476584602,On Time,Good
145,AI,4,60.678451078754726,58.86120882915845,60.07180598803899,18.075452938762563,84.59406003947011,1,3.4203351909927484,On Time,Good
146,AI,4,58.053026809419045,72.99756694504462,59.06660439128178,57.46727128764972,76.33769678608788,6,4.1627214611119,On Time,Good
147,AI,4,35.38763511959481,29.937340240354487,46.67462480934497,3.807200129943591,81.98650392592626,6,2.418793026714924,Late,Average
148,AI,4,33.681591570977545,39.293955548982844,57.68552091527586,18.382039379861677,85.37252159510776,4,2.434163183082471,On Time,Average
149,AI,4,61.685529302190545,41.8944697064957,77.6713694225914,40.22862325470161,79.25933953962601,1,4.794957437617289,On Time,Good
150,AI,4,55.22562490020256,53.03783669550996,61.215544600517596,73.12586456575657,85.46127806896976,3,4.067939868078032,On Time,Good
151,AI,4,74.26318277993514,56.84697534883952,68.97462674033196,67.10198324933276,96.73369800330664,2,4.081222255073857,On Time,Good
152,AI,4,43.94223566499651,48.9182356774191,63.91411024574413,51.688332651950006,76.75799237342756,2,2.999424976620279,On Time,Average
153,AI,4,47.38076980451485,42.62983444596278,49.2848196792804,22.1699618314243,80.01002631537833,5,2.2760097643534247,On Time,Average
154,AI,4,46.03052687349491,42.24026928853553,70.03975923388836,40.95371871821385,97.8261279721508,6,4.24897148819343,On Time,Average
155,AI,4,43.237854863100374,57.701510846801746,55.70782601427444,75.86532495663923,87.4340127261049,3,3.8995401891402084,Late,Average
156,AI,4,41.7478144493866,57.413428308567816,59.601255954616676,16.094153099434422,77.93449970197261,7,2.9637885793487144,Late,Average
157,AI,4,69.03126990551793,61.68630641374293,69.59670923568133,96.82832338927753,92.40684529969577,1,5.0,On Time,Good
158,AI,4,82.9200647597188,52.51161154359405,72.51378408108447,83.7094267166419,93.5026687418734,12,4.092895411801127,On Time,Good
159,AI,4,35.245506871141494,47.11242749251533,48.57827457422127,59.006331338098974,78.60674172971935,2,2.394299927031457,On Time,Average
160,AI,4,44.263748791491466,72.68644327956567,69.40972730558482,64.13977465478067,92.40687135404791,1,2.665429992317242,On Time,Good
161,AI,4,41.983290472670646,29.32128517563747,51.408212390073786,39.3202325811362,82.98119458849666,5,3.3716042434599487,Late,Average
162,AI,4,36.124445661960834,60.182998663265025,62.846581320081974,59.23971905406312,90.68496569775893,1,3.611901831797827,On Time,Average
163,AI,4,59.66638796403138,68.41726401326929,39.71137607471621,94.08446967747179,94.92671440409468,6,3.996003809901414,On Time,Good
164,AI,4,40.9534296394345,44.77261291019442,75.63337698118471,31.297695633622396,79.35864606280681,4,2.956627337411174,On Time,Average
165,AI,4,66.57976512189533,38.86584062367235,72.22133610883147,79.925142775677,81.29741849399899,3,4.840203247253311,On Time,Good
166,AI,4,62.86403176364345,63.1387093624527,58.92512474717717,53.90544957304092,90.44628855132284,3,4.212069419593075,On Time,Good
167,AI,4,52.18490541086773,77.41396511085134,58.1130552933085,79.46568676179089,87.2290077377638,2,3.8532746213871665,On Time,Good
168,AI,4,66.46178968024014,74.13454733823451,68.51877489023502,96.54681041251766,89.00228212330873,0,4.37448603645796,On Time,Good
169,AI,4,38.884910533864584,41.23505830702866,67.50809569854127,69.54239422073857,88.22952985045289,3,3.550154249677897,On Time,Average
170,AI,4,30.182012808348162,41.33136589278227,44.094639773533146,39.354280475693066,92.2038319921196,4,3.9139634377651635,On Time,Average
171,AI,4,43.203803497551114,62.8039863803007,57.41975249751768,6.4898299894202385,80.20531521734763,5,3.1050156711352495,On Time,Average
172,AI,4,28.106041664379624,54.941522558951206,73.0860835548742,15.49771278570111,81.80435516860312,3,2.7473301992748507,On Time,Average
173,AI,4,44.08271390014033,59.62924908970225,53.54292076518705,38.40043465356791,75.23745540933254,6,2.7385238076591265,Late,Average
174,AI,4,42.459780149174065,60.9756455835102,65.34884018419245,91.24642334315051,84.5830510319716,3,3.619192309650236,On Time,Good
175,AI,4,57.26373985620279,50.15553687139047,82.00993251871215,73.1755415069533,87.87708677212687,2,2.919369525308791,On Time,Good
176,AI,4,75.28613348302511,60.266120683802555,72.1931292827063,81.43505213432773,88.1451802066422,5,4.1184531455387,On Time,Good
177,AI,4,36.11413909074576,53.350791561993915,64.07240002327318,36.1517419960487,82.1547609046788,5,3.7783106658526058,Late,Average
178,AI,4,45.005155942597476,74.03108393221761,74.32076202505861,98.93126231323272,96.62086966969781,0,4.9412209629870105,On Time,Good
179,AI,4,45.10456281411977,66.44262061028948,58.4697931537326,16.895005004324965,84.4054340956745,6,3.242003813935907,On Time,Average
180,AI,4,76.35866962547378,84.0,84.0,92.91075649649702,100.0,1,5.0,On Time,Excellent
181,AI,4,57.44326654522304,46.062829919689655,62.93369655562333,84.75888987954947,89.16442350990886,3,4.779766392068871,On Time,Good
182,AI,4,35.965219283493724,47.66837412484766,43.04075934803077,24.05605400913045,59.59934695281131,6,3.1156552411383838,On Time,Average
183,AI,4,36.28468203113456,50.65870847106785,54.51511267817076,13.915733085892052,71.8201771378744,6,4.305666685673079,On Time,Average
184,AI,4,57.499828257837876,65.0133274538782,57.6784858372023,61.19781126342466,91.18684389513038,1,4.603392199218298,On Time,Good
185,AI,4,57.16968107318988,45.4730345128673,59.63313397579132,29.99081618185631,78.95967045916755,2,3.100627408901706,On Time,Average
186,AI,4,36.58951723773809,84.0,64.49732999781541,97.17270396588385,83.206159833732,2,5.0,Late,Good
187,AI,4,50.04298185542083,45.96153062242426,74.94557372130699,80.7510903473871,76.97911174667236,6,3.6959955650242486,Late,Good
188,AI,4,50.409798812841906,42.43982640677078,68.19819725003072,55.04389312262713,80.89482458416987,5,4.303327470597748,On Time,Average
189,AI,4,31.352301773208595,47.86801363193172,60.87215531026115,26.147395646946837,83.16424717472066,10,3.4537129985279442,Late,Average
190,AI,4,51.16322407081435,60.019558302779885,55.40220058590992,7.155713239776286,82.0272968163599,3,2.924614500675542,Late,Average
191,AI,4,38.18075167704242,41.17290197228808,52.29656116880094,78.32394650828559,75.05477497974974,4,4.062045034029445,Late,Average
192,AI,4,57.15106107316189,59.9057042867648,49.83259207029195,72.97869352113631,94.86884408382576,3,4.018708301159483,Late,Good
193,AI,4,56.701158409724954,66.91387417145897,64.97574881179328,67.0204000994305,76.32542225808143,7,3.5611950267525994,On Time,Good
194,AI,4,30.62976432486117,41.36399066400278,63.12843573502933,11.673822879349375,83.52069375708203,5,2.849408796357067,On Time,Average
195,AI,4,32.266078780467645,52.385770713208856,62.99923356329919,31.303998936097273,88.38909790049831,4,2.900289855894723,On Time,Average
196,AI,4,48.56662852812304,63.509502816155575,60.647752316350584,20.1571720325812,79.06640403863945,3,4.332641751221372,On Time,Good
197,AI,4,50.45583119725907,47.886605540284606,62.296730140708036,74.39022574104644,73.03804604652382,2,2.662224364830577,On Time,Good
198,AI,4,47.16829979160389,65.8416389158232,63.10196792473286,24.398977910613493,88.67322394862117,2,3.7029442591678667,On Time,Good
199,AI,4,41.117744169870214,67.49677607511363,76.77699712802169,61.27097881083644,80.75377472496247,5,3.5411937039172177,On Time,Good
200,AI,4,46.82701911672098,45.64032762174739,67.14697524739316,15.781020528742589,78.90412404619835,5,3.2929607758318373,On Time,Average
201,AI,4,49.27012464325231,60.49520085726593,72.46500125792805,40.54191643474346,91.92983598471146,1,3.671039793569387,On Time,Good
202,AI,4,49.50623712718017,61.74895508654368,71.8657955455204,88.42517995978412,91.07623539532075,2,3.619371228915041,On Time,Good
203,AI,4,61.32507332838586,69.72181799824564,58.09391690026473,96.5976430382616,82.00464885194454,4,4.290324203794449,On Time,Good
204,AI,4,67.2455226165369,65.08972689906366,73.5729598765953,70.8944056085895,88.786574685765,5,4.224267861098076,On Time,Good
205,AI,4,59.04044163775455,40.2172214972062,59.122260821387144,23.66868880034232,72.01160091302894,4,2.1741178599665716,Late,Average
206,AI,4,47.894110677423,56.5880208091212,63.16227262755369,19.618994054962247,88.20821143999021,5,2.965113895882298,On Time,Average
207,AI,4,65.74875233597004,74.31151447563703,69.51605223054771,46.13442071885894,99.35227598308825,2,4.519496459094773,On Time,Good
208,AI,4,49.07819751924353,44.06233006278788,69.19103045734556,71.27608831047185,80.29438128210168,2,5.0,On Time,Good
209,AI,4,43.89179580336571,59.250688380466165,84.0,41.23381709329684,86.81085391349328,2,2.7329989063484437,On Time,Good
210,AI,4,84.0,84.0,81.65417209365826,99.87632040387525,100.0,0,5.0,On Time,Excellent
211,AI,4,55.78060425952763,56.59919044207094,73.34515160010048,73.16136823605174,87.47725010939908,5,3.848915109614543,Late,Good
212,AI,4,49.570528988160014,69.3808184991592,64.90990971879097,54.18088183623336,94.0343048597658,2,3.7125960931594726,On Time,Good
213,AI,4,56.7870723358919,70.2344013503567,74.09514148856738,75.44691809470731,89.22885770606035,4,3.7202097391224926,On Time,Good
214,AI,4,59.50708853024929,59.39264807694453,73.77151537838864,89.97988845384909,79.15113534212632,3,3.2618478857863726,On Time,Good
215,AI,4,49.45124150377735,31.713904206368515,64.33906239388106,26.79168751334588,84.6903231588616,1,2.525014074056941,On Time,Average
216,AI,4,61.6325707387754,51.93923639917088,80.14882164147834,65.12789128490348,97.05414599583747,2,4.110657290344455,On Time,Good
